gene_id	ensembl_gene_id	hgnc_symbol	sample_id	expression
ENSG00000054219.11	ENSG00000054219	LY75	10-36955_tumorC	11.781915977316054
ENSG00000054219.11	ENSG00000054219	LY75	12-17272_tumorA	11.204504605528479
ENSG00000054219.11	ENSG00000054219	LY75	FL2008T1	11.478317046264515
ENSG00000054219.11	ENSG00000054219	LY75	13-26835_tumorA	10.977611025685496
ENSG00000054219.11	ENSG00000054219	LY75	FL1017T1	11.178888142108542
ENSG00000054219.11	ENSG00000054219	LY75	13-38657_tumorA	10.188074004478295
ENSG00000054219.11	ENSG00000054219	LY75	14-10498_tumorA	11.597554136591752
ENSG00000054219.11	ENSG00000054219	LY75	14-11777_tumorA	11.926104099359053
ENSG00000054219.11	ENSG00000054219	LY75	14-20552_tumorA	12.389113377889357
ENSG00000054219.11	ENSG00000054219	LY75	14-24534_tumorA	10.66151874997554
ENSG00000054219.11	ENSG00000054219	LY75	14-24648_tumorA	12.207229908000258
ENSG00000054219.11	ENSG00000054219	LY75	14-27873_tumorA	11.459866919228292
ENSG00000054219.11	ENSG00000054219	LY75	14-29443_tumorA	11.810931869629911
ENSG00000054219.11	ENSG00000054219	LY75	14-29644_tumorA	11.196521340491863
ENSG00000054219.11	ENSG00000054219	LY75	14-35472_tumorA	12.203330204258554
ENSG00000054219.11	ENSG00000054219	LY75	14-37865_tumorA	12.170911490215468
ENSG00000054219.11	ENSG00000054219	LY75	15-13383_tumorB	11.585455959196864
ENSG00000054219.11	ENSG00000054219	LY75	15-17849_CLC02117	11.391556853989
ENSG00000054219.11	ENSG00000054219	LY75	16-12281_tumorB	10.842153089653221
ENSG00000054219.11	ENSG00000054219	LY75	16-27074_tumorA	11.569948895431807
ENSG00000054219.11	ENSG00000054219	LY75	16-32248_tumorA	11.694781823887924
ENSG00000054219.11	ENSG00000054219	LY75	16-37587_tumorB	11.99669465270383
ENSG00000054219.11	ENSG00000054219	LY75	17-23711_tumorA	11.375902337925877
ENSG00000054219.11	ENSG00000054219	LY75	17-33596_tumorA	10.693694264646561
ENSG00000054219.11	ENSG00000054219	LY75	17-40409_tumorA	10.546070507039435
ENSG00000054219.11	ENSG00000054219	LY75	17-45529_tumorA	11.584199415893282
ENSG00000054219.11	ENSG00000054219	LY75	18-14625_tumorA	13.38402359365646
ENSG00000054219.11	ENSG00000054219	LY75	18-19313_tumorA	11.452403453908293
ENSG00000054219.11	ENSG00000054219	LY75	19-13976_tumorA	11.528597499951426
ENSG00000054219.11	ENSG00000054219	LY75	19-16466_tumorA	12.40956102047577
ENSG00000054219.11	ENSG00000054219	LY75	19-25121_tumorA	11.547740349588791
ENSG00000054219.11	ENSG00000054219	LY75	76-10146_tumorA	12.050175673479124
ENSG00000054219.11	ENSG00000054219	LY75	92-38626_tumorA	11.93825904769616
ENSG00000054219.11	ENSG00000054219	LY75	94-25764_tumorA	10.967407369992472
ENSG00000054219.11	ENSG00000054219	LY75	95-32141_tumorA	10.770946512427912
ENSG00000054219.11	ENSG00000054219	LY75	97-18502_tumorA	11.205883440740315
ENSG00000054219.11	ENSG00000054219	LY75	01-20260T	11.933099852830022
ENSG00000054219.11	ENSG00000054219	LY75	03-34157T	11.51172418415456
ENSG00000054219.11	ENSG00000054219	LY75	04-24029T	11.67215615386533
ENSG00000054219.11	ENSG00000054219	LY75	04-38964T	12.827443410097828
ENSG00000054219.11	ENSG00000054219	LY75	07-34776T	11.544103092073716
ENSG00000054219.11	ENSG00000054219	LY75	10-39333T	12.216240455967863
ENSG00000054219.11	ENSG00000054219	LY75	11-28845T	11.47428751838726
ENSG00000054219.11	ENSG00000054219	LY75	11-34915T	11.455836433958481
ENSG00000054219.11	ENSG00000054219	LY75	12-32967T	11.61695751000751
ENSG00000054219.11	ENSG00000054219	LY75	13-19570T	11.18180085302727
ENSG00000054219.11	ENSG00000054219	LY75	13-26597T	12.164587235056562
ENSG00000054219.11	ENSG00000054219	LY75	13-27960T	11.385881792677818
ENSG00000054219.11	ENSG00000054219	LY75	13-29091T	10.986252021571728
ENSG00000054219.11	ENSG00000054219	LY75	13-34919T	11.09054982190775
ENSG00000054219.11	ENSG00000054219	LY75	13-40370T	12.134351681712655
ENSG00000054219.11	ENSG00000054219	LY75	13-40593T	11.285986364707355
ENSG00000054219.11	ENSG00000054219	LY75	13-43956T	11.231643368223653
ENSG00000054219.11	ENSG00000054219	LY75	14-11009T	11.753236541220396
ENSG00000054219.11	ENSG00000054219	LY75	14-11427T	11.990419707335894
ENSG00000054219.11	ENSG00000054219	LY75	14-11777T	11.549424711934064
ENSG00000054219.11	ENSG00000054219	LY75	14-13213T	12.462393596668434
ENSG00000054219.11	ENSG00000054219	LY75	14-13480T	12.503300903972908
ENSG00000054219.11	ENSG00000054219	LY75	14-13938T	11.696899251971503
ENSG00000054219.11	ENSG00000054219	LY75	14-15505T	11.782026723152624
ENSG00000054219.11	ENSG00000054219	LY75	14-24907T	11.550950208266432
ENSG00000054219.11	ENSG00000054219	LY75	14-25416T	12.734525053424823
ENSG00000054219.11	ENSG00000054219	LY75	14-26632T	11.78679382903439
ENSG00000054219.11	ENSG00000054219	LY75	14-27524T	10.723565570140277
ENSG00000054219.11	ENSG00000054219	LY75	14-28286T	11.451991291083386
ENSG00000054219.11	ENSG00000054219	LY75	14-29140T	11.81598256454258
ENSG00000054219.11	ENSG00000054219	LY75	14-29644T	12.223469472970711
ENSG00000054219.11	ENSG00000054219	LY75	14-30670T	12.308923964117815
ENSG00000054219.11	ENSG00000054219	LY75	14-32185T	11.940769112377692
ENSG00000054219.11	ENSG00000054219	LY75	14-32899T	11.14596366053779
ENSG00000054219.11	ENSG00000054219	LY75	14-32922T	11.783289447341213
ENSG00000054219.11	ENSG00000054219	LY75	14-34508T	12.418640913969833
ENSG00000054219.11	ENSG00000054219	LY75	14-34590T	12.307595169221278
ENSG00000054219.11	ENSG00000054219	LY75	14-34708T	11.63086360704737
ENSG00000054219.11	ENSG00000054219	LY75	14-34800T	11.779904674467259
ENSG00000054219.11	ENSG00000054219	LY75	14-37865T	11.683325204213991
ENSG00000054219.11	ENSG00000054219	LY75	14-38639T	11.137663674909792
ENSG00000054219.11	ENSG00000054219	LY75	14-41250T	11.910872712742124
ENSG00000054219.11	ENSG00000054219	LY75	15-10675T	12.236931432295295
ENSG00000054219.11	ENSG00000054219	LY75	15-12532T	11.808486728481942
ENSG00000054219.11	ENSG00000054219	LY75	15-14453T	11.930262667435137
ENSG00000054219.11	ENSG00000054219	LY75	15-14583T	11.205804133415402
ENSG00000054219.11	ENSG00000054219	LY75	15-14813T	11.706413076965417
ENSG00000054219.11	ENSG00000054219	LY75	15-15253T	11.17639973459331
ENSG00000054219.11	ENSG00000054219	LY75	15-16852T	11.900371878361582
ENSG00000054219.11	ENSG00000054219	LY75	15-16885T	11.681826466465989
ENSG00000054219.11	ENSG00000054219	LY75	15-17849T	11.950432136655106
ENSG00000054219.11	ENSG00000054219	LY75	15-18916T	11.889686410236838
ENSG00000054219.11	ENSG00000054219	LY75	15-29305T	11.654387927610264
ENSG00000054219.11	ENSG00000054219	LY75	15-30123T	11.86344194794871
ENSG00000054219.11	ENSG00000054219	LY75	15-30563T	11.57646135602102
ENSG00000054219.11	ENSG00000054219	LY75	15-33862T	11.655347832260784
ENSG00000054219.11	ENSG00000054219	LY75	15-36416T	12.080631023626045
ENSG00000054219.11	ENSG00000054219	LY75	15-36675T	10.834744586481847
ENSG00000054219.11	ENSG00000054219	LY75	15-37079T	11.741106063732103
ENSG00000054219.11	ENSG00000054219	LY75	15-37466T	11.56468953968496
ENSG00000054219.11	ENSG00000054219	LY75	15-39521T	10.128502403686102
ENSG00000054219.11	ENSG00000054219	LY75	15-39657T	11.168434513277857
ENSG00000054219.11	ENSG00000054219	LY75	15-40296T	11.118870616517139
ENSG00000054219.11	ENSG00000054219	LY75	15-41277T	11.040702377698441
ENSG00000054219.11	ENSG00000054219	LY75	15-42543T	10.477148651249944
ENSG00000054219.11	ENSG00000054219	LY75	16-10805T	10.832129947868012
ENSG00000054219.11	ENSG00000054219	LY75	16-13504T	11.21080395493591
ENSG00000054219.11	ENSG00000054219	LY75	16-19402T	12.054806376604649
ENSG00000054219.11	ENSG00000054219	LY75	16-20119T	11.294821984908099
ENSG00000054219.11	ENSG00000054219	LY75	16-27229T	10.968028003932925
ENSG00000054219.11	ENSG00000054219	LY75	16-28863T	11.075100014440041
ENSG00000054219.11	ENSG00000054219	LY75	16-30371T	11.218093164077946
ENSG00000054219.11	ENSG00000054219	LY75	16-30818T	11.774241168271383
ENSG00000054219.11	ENSG00000054219	LY75	16-32417T	10.167579957733011
ENSG00000054219.11	ENSG00000054219	LY75	16-37777T	10.93425169910711
ENSG00000054219.11	ENSG00000054219	LY75	96-11779T	11.943570184402121
ENSG00000054219.11	ENSG00000054219	LY75	99-13520T	11.820783644617029
ENSG00000054219.11	ENSG00000054219	LY75	FL3005T1	11.629109592374137
ENSG00000054219.11	ENSG00000054219	LY75	14-41250_CLC03290	10.8780226009546
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00139-01A-01S	11.414328191485552
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00232-01B-13S	10.713623654688215
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00234-01A-01S	9.577187519804433
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00237-01A-01S	10.686591708605699
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00238-01A-15S	11.092655233903676
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00356-01A-01S	11.753134004928473
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00357-01B-09S	10.807536373740904
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-17-00359-01A-01S	10.13379574724791
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-21-00185-01A-01S	10.696518160048246
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-21-00187-01A-01S	10.704986933063752
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-21-00188-01A-04S	9.90703367576017
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-21-00243-01A-11S	10.76953842244347
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00404-01A-01S	11.357590608126962
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00405-01A-01S	9.80178767617208
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00408-01A-01S	10.523744288959673
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00409-01A-01S	10.703659861073339
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00433-01A-02S	11.420544597993338
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00440-01A-01S	9.360741267765304
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-23-00445-01A-01S	10.671172129531177
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-26-00396-01A-01S	10.730121714427932
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-26-00397-01A-01S	10.090250722253618
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-26-00398-01A-01S	10.771472811841747
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-26-00399-01A-01S	11.634195269540195
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-26-00400-01A-01S	10.826372433985503
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00411-01A-01S	10.56442245059331
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00414-01A-01S	10.760559696773372
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00420-01A-01S	9.799014129130297
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00421-01A-01S	10.896656474405564
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00422-01A-01S	11.425409435827374
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00424-01A-01S	9.09301679307789
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00428-01A-01S	10.287387567399612
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00429-01A-01S	10.815469667003764
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00509-01A-01S	10.333158947381136
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00512-01A-01S	10.397851380292488
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-27-00513-01A-01S	11.524891700191324
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00637-01A-01S	9.100445232644446
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00638-01A-01S	10.051339753914178
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00642-01A-01S	9.931917916741343
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00643-01A-01S	11.055367198462287
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00645-01A-01S	10.446656368800044
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00647-01A-01S	10.897210022139054
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00648-01A-01S	9.447451917183336
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00651-01A-01S	9.957198388473598
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00652-01A-01S	10.677622848540967
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00653-01A-01S	9.531262563048335
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00654-01A-01S	9.394968207313797
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00655-01A-01S	10.985360440545616
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00656-01A-01S	9.534716262294397
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00657-01A-01S	10.282841281377884
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00658-01A-01S	10.398667052359256
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00660-01A-01S	9.046485052630123
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00661-01A-01S	9.763248355223558
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00662-01A-01S	9.49311501941869
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00663-01A-01S	10.17015795167515
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00664-01A-01S	11.050596332584599
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00665-01A-01S	10.324499058066774
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00666-01A-01S	10.10565271080491
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00667-01A-01S	8.650102528858614
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00669-01A-01S	10.812578540105378
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00671-01A-01S	8.766661192598082
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00675-01A-01S	9.3278809168097
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00676-01A-01S	10.161567768649496
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00677-01A-01S	11.225204559633143
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00678-01A-01S	10.453344075977473
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00679-01A-01S	10.156110039551265
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00681-01A-01S	3.627427826411118
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-30-00682-01A-01S	11.131521953362437
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00691-01A-01S	10.274781393290759
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00693-01A-01S	9.893564256870446
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00695-01A-01S	9.723516837894344
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00697-01A-01S	9.658776912188948
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00699-01A-01S	9.900711354256227
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-32-00701-01A-01S	10.777071096140427
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00001-01A-11R	10.016313294686032
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00002-01C-01R	9.771364648431268
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00004-01A-11R	9.712319270093658
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00005-01A-21R	8.220109309137003
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00007-01A-11R	10.136921149462681
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00008-01A-11R	9.974669907777622
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00011-01A-11R	7.741799913612157
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00012-01A-11R	9.635603549536523
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00013-01B-11R	8.6882694874743
ENSG00000054219.11	ENSG00000054219	LY75	BLGSP-71-06-00015-01A-21R	8.337252788696409
